adm0.x,adm0.y,NS_tag.x,NS_tag.y,simi_scale,vote_scale,bibi_scale,NS_tag,R,V,A,tag,adm0_name.x,adm0_name.y
AGO,BRA,GS,GS,0.973429737,0.950110051,0,GS-GS,2,2,-2,HHL,Angola,Brazil
AGO,CHN,GS,GS,1,0.899519278,0,GS-GS,2,1,-2,HHL,Angola,China
AGO,COL,GS,GS,0.937017914,0.753826672,0,GS-GS,2,-1,-2,HLL,Angola,Colombia
AGO,ERI,GS,GS,0.909263598,0.982954836,0,GS-GS,2,2,-2,HHL,Angola,Eritrea
AGO,ETH,GS,GS,0.913387508,0.964843703,0,GS-GS,2,2,-2,HHL,Angola,Ethiopia
AGO,IDN,GS,GS,0.961103184,0.885913426,0,GS-GS,2,1,-2,HHL,Angola,Indonesia
AGO,IND,GS,GS,0.95263901,0.923024352,0,GS-GS,2,2,-2,HHL,Angola,India
AGO,KEN,GS,GS,0.921550346,0.957284968,0,GS-GS,2,2,-2,HHL,Angola,Kenya
AGO,LBN,GS,GS,0.905665385,0.887423935,0,GS-GS,2,1,-2,HHL,Angola,Lebanon
AGO,LBR,GS,GS,0.915391665,0.849000367,0,GS-GS,2,1,-2,HHL,Angola,Liberia
AGO,LKA,GS,GS,0.907561876,0.961166137,0,GS-GS,2,2,-2,HHL,Angola,Sri Lanka
AGO,MEX,GS,GS,0.955707128,0.924431401,0,GS-GS,2,2,-2,HHL,Angola,Mexico
AGO,MOZ,GS,GS,0.90105048,0.99960658,0,GS-GS,2,2,-2,HHL,Angola,Mozambique
AGO,MYS,GS,GS,0.961156532,0.870963527,0,GS-GS,2,1,-2,HHL,Angola,Malaysia
AGO,NGA,GS,GS,0.918359858,0.957284968,0,GS-GS,2,2,-2,HHL,Angola,Nigeria
AGO,PAK,GS,GS,0.918895805,0.853182189,0,GS-GS,2,1,-2,HHL,Angola,Pakistan
AGO,SOM,GS,GS,0.954136108,0.934452338,0,GS-GS,2,2,-2,HHL,Angola,Somalia
AGO,SYR,GS,GS,0.930418494,0.807889836,0,GS-GS,2,1,-2,HHL,Angola,Syrian Arab Republic
AGO,THA,GS,GS,0.910027532,0.962069971,0,GS-GS,2,2,-2,HHL,Angola,Thailand
AGO,TZA,GS,GS,0.933548547,0.942061519,0,GS-GS,2,2,-2,HHL,Angola,United Republic of Tanzania
AGO,VEN,GS,GS,0.914869725,0.692600209,0,GS-GS,2,-1,-2,HLL,Angola,Venezuela
AGO,YEM,GS,GS,0.938494145,0.829953349,0,GS-GS,2,1,-2,HHL,Angola,Yemen
AGO,ZAF,GS,GS,0.969019703,0.882564037,0,GS-GS,2,1,-2,HHL,Angola,South Africa
ARE,ARG,GS,GS,0.993162628,0.799944506,0,GS-GS,2,1,-2,HHL,United Arab Emirates,Argentina
ARE,BRA,GS,GS,0.942831943,0.867924528,0.036594436,GS-GS,2,1,-2,HHL,United Arab Emirates,Brazil
ARE,CHL,GS,GS,0.988043677,0.828523862,0,GS-GS,2,1,-2,HHL,United Arab Emirates,Chile
ARE,EGY,GS,GS,0.986028884,0.961132075,0.425803355,GS-GS,2,2,2,HHH,United Arab Emirates,Egypt
ARE,GAB,GS,GS,0.91902701,0.859174186,0,GS-GS,2,1,-2,HHL,United Arab Emirates,Gabon
ARE,IRN,GS,GS,0.91440526,0.975084664,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Iran
ARE,IRQ,GS,GS,0.91440526,0.961643496,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Iraq
ARE,JOR,GS,GS,0.966108132,0.979103266,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Jordan
ARE,KWT,GS,GS,0.962937732,1,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Kuwait
ARE,LBY,GS,GS,0.980609534,0.939268868,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Libya
ARE,MAR,GS,GS,0.947847161,0.990283019,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Morocco
ARE,MEX,GS,GS,0.943232771,0.847576767,0.113817374,GS-GS,2,1,-1,HHL,United Arab Emirates,Mexico
ARE,MRT,GS,GS,0.977093046,0.917050161,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Mauritania
ARE,NAM,GS,GS,0.96661739,0.884713783,0,GS-GS,2,1,-2,HHL,United Arab Emirates,Namibia
ARE,OMN,GS,GS,0.993954674,0.981132075,0.643583758,GS-GS,2,2,2,HHH,United Arab Emirates,Oman
ARE,PER,GS,GS,0.951576902,0.844528302,0,GS-GS,2,1,-2,HHL,United Arab Emirates,Peru
ARE,QAT,GS,GS,0.947160778,0.990379227,0.794883832,GS-GS,2,2,2,HHH,United Arab Emirates,Qatar
ARE,SAU,GS,GS,0.993839492,0.989982494,0.368654279,GS-GS,2,2,2,HHH,United Arab Emirates,Saudi Arabia
ARE,SDN,GS,GS,0.943780027,0.899824937,0,GS-GS,2,1,-2,HHL,United Arab Emirates,Sudan
ARE,SEN,GS,GS,0.928426163,0.84157096,0.731227112,GS-GS,2,1,2,HHH,United Arab Emirates,Senegal
ARE,TUN,GS,GS,0.963889484,0.980369735,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Tunisia
ARE,YEM,GS,GS,0.95886994,0.971420644,0,GS-GS,2,2,-2,HHL,United Arab Emirates,Yemen
ARE,ZAF,GS,GS,0.959204275,0.922881102,0,GS-GS,2,2,-2,HHL,United Arab Emirates,South Africa
ARG,ARE,GS,GS,0.970346383,0.769765971,0,GS-GS,2,-1,-2,HLL,Argentina,United Arab Emirates
ARG,BRA,GS,GS,0.950276049,0.88172043,0.381222899,GS-GS,2,1,2,HHH,Argentina,Brazil
ARG,CHL,GS,GS,1,0.880572085,0.790795866,GS-GS,2,1,2,HHH,Argentina,Chile
ARG,EGY,GS,GS,0.990195468,0.745342276,0,GS-GS,2,-1,-2,HLL,Argentina,Egypt
ARG,GAB,GS,GS,0.923603969,0.821723547,0,GS-GS,2,1,-2,HHL,Argentina,Gabon
ARG,IRN,GS,GS,0.934501755,0.787668436,0,GS-GS,2,1,-2,HHL,Argentina,Iran
ARG,IRQ,GS,GS,0.917136483,0.695014663,0,GS-GS,2,-1,-2,HLL,Argentina,Iraq
ARG,JOR,GS,GS,0.970915742,0.726378403,0,GS-GS,2,-1,-2,HLL,Argentina,Jordan
ARG,KWT,GS,GS,0.970282316,0.767486426,0,GS-GS,2,-1,-2,HLL,Argentina,Kuwait
ARG,LBY,GS,GS,0.978390644,0.688726305,0,GS-GS,2,-1,-2,HLL,Argentina,Libya
ARG,MAR,GS,GS,0.97558681,0.789630576,0,GS-GS,2,1,-2,HHL,Argentina,Morocco
ARG,MEX,GS,GS,0.943853011,0.902286251,0.423881798,GS-GS,2,1,2,HHH,Argentina,Mexico
ARG,MRT,GS,GS,0.981929769,0.781799108,0,GS-GS,2,1,-2,HHL,Argentina,Mauritania
ARG,NAM,GS,GS,0.976429759,0.813620072,0,GS-GS,2,1,-2,HHL,Argentina,Namibia
ARG,OMN,GS,GS,0.986523734,0.741935484,0,GS-GS,2,-1,-2,HLL,Argentina,Oman
ARG,PER,GS,GS,0.960274777,0.900351325,0,GS-GS,2,1,-2,HHL,Argentina,Peru
ARG,QAT,GS,GS,0.935091255,0.747838921,0,GS-GS,2,-1,-2,HLL,Argentina,Qatar
ARG,SAU,GS,GS,0.989256936,0.757898237,0,GS-GS,2,-1,-2,HLL,Argentina,Saudi Arabia
ARG,SDN,GS,GS,0.944601511,0.680491551,0,GS-GS,2,-1,-2,HLL,Argentina,Sudan
ARG,SEN,GS,GS,0.927986235,0.867730373,0,GS-GS,2,1,-2,HHL,Argentina,Senegal
ARG,SUR,GS,GS,0.902737338,0.869967492,0,GS-GS,2,1,-2,HHL,Argentina,Suriname
ARG,TUN,GS,GS,0.975446282,0.776344086,0,GS-GS,2,-1,-2,HLL,Argentina,Tunisia
ARG,URY,GS,GS,0.903024156,0.887042468,0.70827453,GS-GS,2,1,2,HHH,Argentina,Uruguay
ARG,YEM,GS,GS,0.968890313,0.692067945,0,GS-GS,2,-1,-2,HLL,Argentina,Yemen
ARG,ZAF,GS,GS,0.962157404,0.807795699,0,GS-GS,2,1,-2,HHL,Argentina,South Africa
BEN,AGO,GS,GS,0.948772319,0.920715823,0,GS-GS,2,2,-2,HHL,Benin,Angola
BEN,BRA,GS,GS,0.988427201,0.953109072,0,GS-GS,2,2,-2,HHL,Benin,Brazil
BEN,CHN,GS,GS,0.975888781,0.802533858,0,GS-GS,2,1,-2,HHL,Benin,China
BEN,CMR,GS,GS,0.934734606,0.930682977,0.554840324,GS-GS,2,2,2,HHH,Benin,Cameroon
BEN,GAB,GS,GS,0.937319553,0.910224082,0,GS-GS,2,2,-2,HHL,Benin,Gabon
BEN,GMB,GS,GS,0.92974682,1,0,GS-GS,2,2,-2,HHL,Benin,Gambia
BEN,GNQ,GS,GS,0.918067257,0.920715823,0,GS-GS,2,2,-2,HHL,Benin,Equatorial Guinea
BEN,IDN,GS,GS,0.963309583,0.850062581,0,GS-GS,2,1,-2,HHL,Benin,Indonesia
BEN,KEN,GS,GS,0.901788655,0.948623853,0.091132331,GS-GS,2,2,-1,HHL,Benin,Kenya
BEN,LBR,GS,GS,0.94833852,0.892238241,0,GS-GS,2,1,-2,HHL,Benin,Liberia
BEN,MEX,GS,GS,0.930792235,0.940902463,0.030289115,GS-GS,2,2,-2,HHL,Benin,Mexico
BEN,MYS,GS,GS,0.939849821,0.815997626,0,GS-GS,2,1,-2,HHL,Benin,Malaysia
BEN,NGA,GS,GS,0.93736827,0.971898504,0.266678929,GS-GS,2,2,1,HHH,Benin,Nigeria
BEN,PNG,GS,GS,0.935095535,0.888469149,0,GS-GS,2,1,-2,HHL,Benin,Papua New Guinea
BEN,SEN,GS,GS,0.92974682,0.903888161,1,GS-GS,2,1,2,HHH,Benin,Senegal
BEN,SOM,GS,GS,0.916150157,0.898063201,0,GS-GS,2,1,-2,HHL,Benin,Somalia
BEN,TGO,GS,GS,1,0.95048784,0.311393626,GS-GS,2,2,2,HHH,Benin,Togo
BEN,ZAF,GS,GS,0.955895381,0.810440931,0.034162488,GS-GS,2,1,-2,HHL,Benin,South Africa
BGD,IND,GS,GS,1,0.946808511,0.664450783,GS-GS,2,2,2,HHH,Bangladesh,India
BGD,MMR,GS,GS,0.910699204,0.957694211,0.127261642,GS-GS,2,2,1,HHH,Bangladesh,Myanmar
BIH,AGO,GS,GS,0.946903357,0.664224664,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Angola
BIH,ARG,GS,GS,0.975204858,0.757495591,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Argentina
BIH,BRA,GS,GS,0.980710034,0.757495591,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Brazil
BIH,CHL,GS,GS,0.984287022,0.757495591,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Chile
BIH,CHN,GS,GS,0.945680958,0.640610961,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,China
BIH,CUB,GS,GS,0.929523242,0.438454627,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Cuba
BIH,DJI,GS,GS,0.947828808,0.465500486,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Djibouti
BIH,DZA,GS,GS,0.962629518,0.514991182,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Algeria
BIH,EGY,GS,GS,0.928165012,0.486461251,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Egypt
BIH,ERI,GS,GS,0.95770286,0.702380952,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Eritrea
BIH,ETH,GS,GS,0.95770286,0.664224664,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Ethiopia
BIH,IND,GS,GS,0.949488899,0.752920036,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,India
BIH,IRN,GS,GS,0.939211921,0.474789916,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Iran
BIH,JOR,GS,GS,0.925257238,0.465500486,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Jordan
BIH,MAR,GS,GS,0.952689943,0.565018315,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Morocco
BIH,MEX,GS,GS,0.965736635,0.730458221,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Mexico
BIH,NAM,GS,GS,0.946903357,0.593495935,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Namibia
BIH,OMN,GS,GS,0.906584931,0.514991182,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Oman
BIH,PAK,GS,GS,0.905328283,0.470899471,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Pakistan
BIH,PER,GS,GS,0.965691386,0.752920036,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Peru
BIH,SDN,GS,GS,0.902366617,0.463118581,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Sudan
BIH,SOM,GS,GS,0.924653491,0.464285714,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Somalia
BIH,SYR,GS,GS,0.925257238,0.18699187,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Syrian Arab Republic
BIH,TUN,GS,GS,0.964626583,0.542124542,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Tunisia
BIH,URY,GS,GS,0.920844219,0.743230626,0,GS-GS,2,-1,-2,HLL,Bosnia and Herzegovina,Uruguay
BIH,VEN,GS,GS,0.928258111,0.136321195,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Venezuela
BIH,YEM,GS,GS,0.923161461,0.465500486,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,Yemen
BIH,ZAF,GS,GS,0.954371586,0.547619048,0,GS-GS,2,-2,-2,HLL,Bosnia and Herzegovina,South Africa
BLZ,DOM,GS,GS,0.939454369,0.979096678,0,GS-GS,2,2,-2,HHL,Belize,Dominican Republic
BLZ,GTM,GS,GS,1,0.964274322,0,GS-GS,2,2,-2,HHL,Belize,Guatemala
BLZ,HTI,GS,GS,0.939454369,0.977671451,0,GS-GS,2,2,-2,HHL,Belize,Haiti
BLZ,IDN,GS,GS,0.960060581,0.803508772,0,GS-GS,2,1,-2,HHL,Belize,Indonesia
BLZ,IND,GS,GS,0.946268248,1,0,GS-GS,2,2,-2,HHL,Belize,India
BLZ,LKA,GS,GS,0.959343187,0.947368421,0,GS-GS,2,2,-2,HHL,Belize,Sri Lanka
BLZ,MDG,GS,GS,0.950098723,0.980736154,0,GS-GS,2,2,-2,HHL,Belize,Madagascar
BLZ,MEX,GS,GS,1,0.982137161,0,GS-GS,2,2,-2,HHL,Belize,Mexico
BLZ,MOZ,GS,GS,0.905791568,1,0,GS-GS,2,2,-2,HHL,Belize,Mozambique
BLZ,MYS,GS,GS,0.938204678,0.7775571,0,GS-GS,2,-1,-2,HLL,Belize,Malaysia
BLZ,PAK,GS,GS,0.91934379,0.823157895,0,GS-GS,2,1,-2,HHL,Belize,Pakistan
BLZ,PNG,GS,GS,0.960060581,0.919799499,0,GS-GS,2,2,-2,HHL,Belize,Papua New Guinea
BLZ,SOM,GS,GS,0.9834506,0.914569031,0,GS-GS,2,2,-2,HHL,Belize,Somalia
BLZ,THA,GS,GS,0.938204678,1,0,GS-GS,2,2,-2,HHL,Belize,Thailand
BLZ,TZA,GS,GS,0.904625289,0.980350877,0,GS-GS,2,2,-2,HHL,Belize,United Republic of Tanzania
BRA,AGO,GS,GS,0.938896201,0.911317568,0,GS-GS,2,2,-2,HHL,Brazil,Angola
BRA,ARG,GS,GS,0.930305824,0.884314904,0.198363692,GS-GS,2,1,1,HHH,Brazil,Argentina
BRA,BRN,GS,GS,0.916415282,0.832720588,0,GS-GS,2,1,-2,HHL,Brazil,Brunei Darussalam
BRA,CHL,GS,GS,0.904083657,0.915865385,0.395179966,GS-GS,2,2,2,HHH,Brazil,Chile
BRA,CHN,GS,GS,0.942327675,0.809782609,0,GS-GS,2,1,-2,HHL,Brazil,China
BRA,CMR,GS,GS,0.905869983,0.915865385,0.056933701,GS-GS,2,2,-1,HHL,Brazil,Cameroon
BRA,COL,GS,GS,0.921121073,0.737079327,0.637704389,GS-GS,2,-1,2,HLH,Brazil,Colombia
BRA,EGY,GS,GS,0.912593804,0.849877451,0,GS-GS,2,1,-2,HHL,Brazil,Egypt
BRA,GAB,GS,GS,0.918867867,0.953125,0,GS-GS,2,2,-2,HHL,Brazil,Gabon
BRA,GHA,GS,GS,0.926600273,0.894153226,0.046864452,GS-GS,2,1,-1,HHL,Brazil,Ghana
BRA,GUY,GS,GS,0.939283811,0.954427083,0,GS-GS,2,2,-2,HHL,Brazil,Guyana
BRA,IDN,GS,GS,1,0.852764423,0,GS-GS,2,1,-2,HHL,Brazil,Indonesia
BRA,IND,GS,GS,0.939960032,0.947415865,0.176746631,GS-GS,2,2,1,HHH,Brazil,India
BRA,LBR,GS,GS,0.925626333,0.882211538,0,GS-GS,2,1,-2,HHL,Brazil,Liberia
BRA,LKA,GS,GS,0.905566149,0.935661765,0,GS-GS,2,2,-2,HHL,Brazil,Sri Lanka
BRA,MAR,GS,GS,0.906854347,0.892769608,0.126740633,GS-GS,2,1,1,HHH,Brazil,Morocco
BRA,MEX,GS,GS,0.978169169,0.957932692,0.535461641,GS-GS,2,2,2,HHH,Brazil,Mexico
BRA,MYS,GS,GS,0.954188747,0.817708333,0,GS-GS,2,1,-2,HHL,Brazil,Malaysia
BRA,NGA,GS,GS,0.926063877,0.943033854,0.194791592,GS-GS,2,2,1,HHH,Brazil,Nigeria
BRA,PER,GS,GS,0.932648379,0.957107843,0.133495775,GS-GS,2,2,1,HHH,Brazil,Peru
BRA,PNG,GS,GS,0.943025561,0.872819767,0,GS-GS,2,1,-2,HHL,Brazil,Papua New Guinea
BRA,SEN,GS,GS,0.920210755,0.941821809,0,GS-GS,2,2,-2,HHL,Brazil,Senegal
BRA,SYR,GS,GS,0.909077118,0.708333333,0,GS-GS,2,-1,-2,HLL,Brazil,Syrian Arab Republic
BRA,VEN,GS,GS,0.925572364,0.610148515,0.058365578,GS-GS,2,-1,-1,HLL,Brazil,Venezuela
BRA,YEM,GS,GS,0.927496445,0.793931159,0,GS-GS,2,1,-2,HHL,Brazil,Yemen
BRA,ZAF,GS,GS,0.985867077,0.86328125,0.265139072,GS-GS,2,1,1,HHH,Brazil,South Africa
BRN,IDN,GS,GS,0.964312906,0.987953515,0.192439788,GS-GS,2,2,1,HHH,Brunei Darussalam,Indonesia
BRN,MYS,GS,GS,1,0.987659698,0.251836005,GS-GS,2,2,1,HHH,Brunei Darussalam,Malaysia
CHL,ARE,GS,GS,0.92521798,0.796078431,0,GS-GS,2,1,-2,HHL,Chile,United Arab Emirates
CHL,ARG,GS,GS,1,0.876591154,0.609390496,GS-GS,2,1,2,HHH,Chile,Argentina
CHL,BRA,GS,GS,0.970146115,0.911111111,0.583204546,GS-GS,2,2,2,HHH,Chile,Brazil
CHL,EGY,GS,GS,0.96971116,0.771177118,0,GS-GS,2,-1,-2,HLL,Chile,Egypt
CHL,IRN,GS,GS,0.949284418,0.809845288,0,GS-GS,2,1,-2,HHL,Chile,Iran
CHL,JOR,GS,GS,0.957367321,0.751493429,0,GS-GS,2,-1,-2,HLL,Chile,Jordan
CHL,KWT,GS,GS,0.904982829,0.794059406,0,GS-GS,2,1,-2,HHL,Chile,Kuwait
CHL,LBY,GS,GS,0.929498184,0.714089347,0,GS-GS,2,-1,-2,HLL,Chile,Libya
CHL,MAR,GS,GS,0.967765485,0.828382838,0,GS-GS,2,1,-2,HHL,Chile,Morocco
CHL,MEX,GS,GS,0.976120932,0.932686084,1,GS-GS,2,2,2,HHH,Chile,Mexico
CHL,MRT,GS,GS,0.937630429,0.830894309,0,GS-GS,2,1,-2,HHL,Chile,Mauritania
CHL,NAM,GS,GS,0.967017493,0.922962963,0,GS-GS,2,2,-2,HHL,Chile,Namibia
CHL,OMN,GS,GS,0.959605256,0.788888889,0,GS-GS,2,1,-2,HHL,Chile,Oman
CHL,PER,GS,GS,0.978127196,0.931353135,0.69234829,GS-GS,2,2,2,HHH,Chile,Peru
CHL,SAU,GS,GS,0.959405824,0.797479954,0.119514783,GS-GS,2,1,-1,HHL,Chile,Saudi Arabia
CHL,SDN,GS,GS,0.950814758,0.728798186,0,GS-GS,2,-1,-2,HLL,Chile,Sudan
CHL,SEN,GS,GS,0.914603261,0.888172043,0,GS-GS,2,1,-2,HHL,Chile,Senegal
CHL,TUN,GS,GS,0.979075236,0.803555556,0,GS-GS,2,1,-2,HHL,Chile,Tunisia
CHL,URY,GS,GS,0.917624842,0.941638608,0.473824829,GS-GS,2,2,2,HHH,Chile,Uruguay
CHL,YEM,GS,GS,0.96189643,0.782286634,0,GS-GS,2,1,-2,HHL,Chile,Yemen
CHL,ZAF,GS,GS,0.969853153,0.855555556,0.115007246,GS-GS,2,1,-1,HHL,Chile,South Africa
CHN,IND,GS,GS,1,0.917946332,0.140489572,GS-GS,2,2,1,HHH,China,India
CIV,BEN,GS,GS,0.914249517,0.882605319,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Benin
CIV,BRA,GS,GS,0.973589162,0.918247833,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Brazil
CIV,CHN,GS,GS,0.910249944,0.74435465,0,GS-GS,2,-1,-2,HLL,C??te d'Ivoire,China
CIV,CMR,GS,GS,0.973601421,0.945214449,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Cameroon
CIV,COL,GS,GS,0.946431468,0.847487252,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Colombia
CIV,GAB,GS,GS,0.912729408,0.928375567,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Gabon
CIV,GHA,GS,GS,0.980236625,0.8535531,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Ghana
CIV,GMB,GS,GS,0.9172664,0.960628502,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Gambia
CIV,GNQ,GS,GS,0.912729408,0.889552588,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Equatorial Guinea
CIV,GUY,GS,GS,0.943813354,0.914765714,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Guyana
CIV,IDN,GS,GS,1,0.812674559,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Indonesia
CIV,IND,GS,GS,0.94621557,0.905508406,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,India
CIV,KEN,GS,GS,0.928774243,0.912310886,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Kenya
CIV,LBN,GS,GS,0.918523216,0.767096496,0,GS-GS,2,-1,-2,HLL,C??te d'Ivoire,Lebanon
CIV,LBR,GS,GS,0.985371911,0.971265714,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Liberia
CIV,LKA,GS,GS,0.936259855,0.917112637,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Sri Lanka
CIV,MYS,GS,GS,0.941588632,0.801070328,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Malaysia
CIV,NGA,GS,GS,0.970103177,0.895838213,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Nigeria
CIV,PAN,GS,GS,0.918173951,0.962225714,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Panama
CIV,SEN,GS,GS,0.9172664,0.924448645,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Senegal
CIV,SOM,GS,GS,0.938787952,0.889552588,0,GS-GS,2,1,-2,HHL,C??te d'Ivoire,Somalia
CIV,SYR,GS,GS,0.918523216,0.678037519,0,GS-GS,2,-1,-2,HLL,C??te d'Ivoire,Syrian Arab Republic
CIV,THA,GS,GS,0.935680069,0.96352956,0,GS-GS,2,2,-2,HHL,C??te d'Ivoire,Thailand
CIV,VEN,GS,GS,0.945415742,0.709555144,0,GS-GS,2,-1,-2,HLL,C??te d'Ivoire,Venezuela
CMR,BRA,GS,GS,0.983944628,0.951008646,0.026910427,GS-GS,2,2,-2,HHL,Cameroon,Brazil
CMR,CHN,GS,GS,0.924694696,0.734870317,0,GS-GS,2,-1,-2,HLL,Cameroon,China
CMR,CIV,GS,GS,0.954208539,0.956216798,0,GS-GS,2,2,-2,HHL,Cameroon,C??te d'Ivoire
CMR,GAB,GS,GS,0.945140733,0.948264032,0,GS-GS,2,2,-2,HHL,Cameroon,Gabon
CMR,GHA,GS,GS,0.94400714,0.902052012,0.242680552,GS-GS,2,1,1,HHH,Cameroon,Ghana
CMR,GMB,GS,GS,0.916915423,0.96721902,0,GS-GS,2,2,-2,HHL,Cameroon,Gambia
CMR,GNQ,GS,GS,0.968741991,0.915959187,0,GS-GS,2,2,-2,HHL,Cameroon,Equatorial Guinea
CMR,GUY,GS,GS,0.91903178,0.958128496,0,GS-GS,2,2,-2,HHL,Cameroon,Guyana
CMR,IDN,GS,GS,1,0.802799506,0.05853848,GS-GS,2,1,-1,HHL,Cameroon,Indonesia
CMR,IND,GS,GS,0.902871388,0.900096061,0,GS-GS,2,1,-2,HHL,Cameroon,India
CMR,LBR,GS,GS,0.953987789,0.885068139,0,GS-GS,2,1,-2,HHL,Cameroon,Liberia
CMR,LKA,GS,GS,0.932598413,0.909745874,0,GS-GS,2,2,-2,HHL,Cameroon,Sri Lanka
CMR,MYS,GS,GS,0.956232286,0.782027771,0,GS-GS,2,1,-2,HHL,Cameroon,Malaysia
CMR,NGA,GS,GS,0.998526768,0.929134405,0.447156805,GS-GS,2,2,2,HHH,Cameroon,Nigeria
CMR,PNG,GS,GS,0.935640802,0.964482204,0,GS-GS,2,2,-2,HHL,Cameroon,Papua New Guinea
CMR,SEN,GS,GS,0.916915423,0.917044051,0.690717095,GS-GS,2,2,2,HHH,Cameroon,Senegal
CMR,SOM,GS,GS,0.904367816,0.890865806,0,GS-GS,2,1,-2,HHL,Cameroon,Somalia
CMR,VEN,GS,GS,0.901835085,0.662824207,0,GS-GS,2,-1,-2,HLL,Cameroon,Venezuela
CMR,ZAF,GS,GS,0.906883819,0.799711816,0.05765364,GS-GS,2,1,-1,HHL,Cameroon,South Africa
COD,AGO,GS,GS,1,0.817928148,0,GS-GS,2,1,-2,HHL,Democratic Republic of the Congo,Angola
COD,BRA,GS,GS,0.960764473,0.868852459,0,GS-GS,2,1,-2,HHL,Democratic Republic of the Congo,Brazil
COD,BRN,GS,GS,0.961428995,0.690983607,0,GS-GS,2,-1,-2,HLL,Democratic Republic of the Congo,Brunei Darussalam
COD,CHN,GS,GS,0.994788709,0.708932753,0,GS-GS,2,-1,-2,HLL,Democratic Republic of the Congo,China
COD,CIV,GS,GS,0.906049195,0.932084309,0,GS-GS,2,2,-2,HHL,Democratic Republic of the Congo,C??te d'Ivoire
COD,COL,GS,GS,0.931912816,0.899913719,0,GS-GS,2,1,-2,HHL,Democratic Republic of the Congo,Colombia
COD,ERI,GS,GS,0.92778268,0.909445746,0,GS-GS,2,2,-2,HHL,Democratic Republic of the Congo,Eritrea
COD,ETH,GS,GS,0.92778268,0.878986587,0,GS-GS,2,1,-2,HHL,Democratic Republic of the Congo,Ethiopia
COD,FJI,GS,GS,0.918464354,0.928240025,0,GS-GS,2,2,-2,HHL,Democratic Republic of the Congo,Fiji
COD,GTM,GS,GS,0.903569799,0.945145019,0,GS-GS,2,2,-2,HHL,Democratic Republic of the Congo,Guatemala
COD,IDN,GS,GS,0.918640131,0.786885246,0,GS-GS,2,1,-2,HHL,Democratic Republic of the Congo,Indonesia
COD,IND,GS,GS,0.929603385,0.868852459,0,GS-GS,2,1,-2,HHL,Democratic Republic of the Congo,India
